seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
X,2691187,2741309,50123,+,ENSG00000002586,9178.686407399011,0.6170884689814256,0.14287302312757236,2.041671741022869e-7,1.2115561721125018e-4,CD99,
X,24149173,24216255,67083,+,ENSG00000005889,5632.896898116394,-0.42968216451104674,0.0703390960628855,4.057881635888568e-11,3.036177611826364e-8,ZFX,
X,7898247,7927739,29493,-,ENSG00000006757,310.24422077439056,-0.35390518292131673,0.0896130733661274,5.578368901554711e-6,0.002181776146064887,PNPLA4,
X,13734745,13769357,34613,+,ENSG00000046651,1142.2751774779058,-0.2897269701429711,0.06707575390953598,1.1709331240353149e-6,6.297058791101167e-4,OFD1,
1,212363931,212414901,50971,-,ENSG00000065600,206.05020605674818,-0.5271250157326153,0.12515679424784915,1.8556846606363366e-6,9.39249333085021e-4,TMEM206,
Y,2935281,2982506,47226,+,ENSG00000067646,1348.1840794612476,6.891410812484466,0.1794928955692689,0,0,ZFY,
X,53374149,53422728,48580,-,ENSG00000072501,5818.641909049079,-0.34840725487187857,0.0844030470777602,3.2608369574253146e-6,0.0015102421908140798,SMC1A,
3,185643739,185825056,181318,-,ENSG00000073792,1205.7925303717618,-0.3863368440544415,0.09988254682444672,8.881532409478897e-6,0.003253334316325452,IGF2BP2,
X,110944285,111227361,283077,+,ENSG00000077264,81.73495634217704,0.797372935418,0.22517844568784462,5.3217464862248835e-6,0.002129812448405675,PAK3,
X,16786432,16844519,58088,+,ENSG00000086712,1340.9346761012753,-0.4434795769478201,0.06318065049602437,1.9996646189319793e-13,1.7206114213600217e-10,TXLNG,
Y,6910686,7101970,191285,+,ENSG00000092377,29.261319634735848,10.836905436525798,2.872745891943549,4.323104338679447e-41,1.0628043223476373e-37,TBL1Y,
Y,7273972,7381548,107577,+,ENSG00000099725,874.1873828608612,6.617805944565742,0.16889123873533216,0,0,PRKY,
22,41598028,41621043,23016,-,ENSG00000100418,2608.4732399846635,-0.3711971097664281,0.10535667056104164,3.011652245647992e-5,0.009966831441414671,DESI1,
7,150338317,150341662,3346,-,ENSG00000106538,286.15995844007205,-0.7120981335824069,0.19678238281729787,8.447893981201394e-6,0.003230662389388773,RARRES2,
9,76611376,76906114,294739,-,ENSG00000106772,11425.690196659756,0.6289999825844288,0.14798835866853968,6.683212797331035e-7,3.71004545255709e-4,PRUNE2,
Y,12537650,12860839,323190,+,ENSG00000114374,3683.3824034092318,7.542046015173968,0.1428003916795089,0,0,USP9Y,
